loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,verification_status,annual_inc,loan_status,purpose,dti,pub_rec_bankruptcies,issue_year,issue_month
4000,60,12.68,C,C1,5 years,RENT,Not Verified,20000.0,Charged Off,small_business,12.96,1.0,2011,1
10000,36,10.74,B,B4,4 years,MORTGAGE,Not Verified,135000.0,Fully Paid,credit_card,12.91,0.0,2011,1
5000,36,10.37,B,B3,10+ years,MORTGAGE,Verified,38400.0,Charged Off,medical,0.78,0.0,2011,1
16000,60,15.28,D,D3,10+ years,MORTGAGE,Verified,90000.0,Charged Off,debt_consolidation,17.53,0.0,2011,1
12000,36,7.66,A,A5,< 1 year,RENT,Not Verified,125000.0,Fully Paid,debt_consolidation,9.57,0.0,2011,1
20000,36,18.25,F,F1,< 1 year,RENT,Verified,90000.0,Fully Paid,debt_consolidation,7.47,0.0,2011,1
2500,36,10.37,B,B3,10+ years,MORTGAGE,Not Verified,37000.0,Fully Paid,vacation,4.38,0.0,2011,1
15000,36,10.37,B,B3,2 years,RENT,Verified,200000.0,Fully Paid,moving,2.96,0.0,2011,1
3600,60,10.37,B,B3,10+ years,MORTGAGE,Not Verified,70000.0,Charged Off,credit_card,21.29,0.0,2011,1
6825,36,5.42,A,A1,< 1 year,RENT,Verified,24000.0,Fully Paid,debt_consolidation,9.4,0.0,2011,1
4000,36,10.37,B,B3,8 years,RENT,Verified,54000.0,Charged Off,debt_consolidation,15.58,0.0,2011,1
6000,36,5.42,A,A1,10+ years,OWN,Source Verified,95000.0,Fully Paid,debt_consolidation,8.32,0.0,2011,1
12000,36,10.0,B,B2,< 1 year,MORTGAGE,Source Verified,85000.0,Fully Paid,debt_consolidation,17.83,0.0,2011,1
5000,60,7.29,A,A4,10+ years,RENT,Not Verified,31000.0,Fully Paid,debt_consolidation,6.77,0.0,2011,1
4000,36,7.29,A,A4,1 year,MORTGAGE,Not Verified,58000.0,Fully Paid,car,21.27,0.0,2011,1
5000,36,7.29,A,A4,< 1 year,RENT,Source Verified,16800.0,Fully Paid,debt_consolidation,9.5,0.0,2011,1
6250,36,5.79,A,A2,2 years,MORTGAGE,Verified,46500.0,Fully Paid,small_business,3.33,0.0,2011,1
7000,36,10.74,B,B4,10+ years,MORTGAGE,Not Verified,73000.0,Charged Off,debt_consolidation,17.24,0.0,2011,1
10000,36,16.4,E,E1,4 years,RENT,Verified,100000.0,Fully Paid,credit_card,7.94,0.0,2011,1
16000,36,14.54,D,D1,4 years,RENT,Source Verified,68500.0,Fully Paid,debt_consolidation,18.64,0.0,2011,1
25000,60,20.85,G,G3,10+ years,MORTGAGE,Verified,138000.0,Fully Paid,debt_consolidation,13.15,0.0,2011,1
9500,36,7.29,A,A4,8 years,RENT,Source Verified,96000.0,Fully Paid,debt_consolidation,21.25,0.0,2011,1
20000,60,18.99,F,F3,10+ years,MORTGAGE,Verified,91000.0,Fully Paid,debt_consolidation,11.71,0.0,2011,1
13500,36,6.92,A,A3,< 1 year,RENT,Source Verified,57000.0,Fully Paid,debt_consolidation,10.57,0.0,2011,1
11200,36,5.79,A,A2,< 1 year,RENT,Source Verified,45600.0,Fully Paid,credit_card,17.5,0.0,2011,1
3600,36,10.0,B,B2,3 years,RENT,Verified,54250.0,Fully Paid,debt_consolidation,14.29,0.0,2011,1
4900,36,12.68,C,C1,< 1 year,RENT,Not Verified,36504.0,Fully Paid,debt_consolidation,16.83,0.0,2011,1
16000,60,12.68,C,C1,8 years,MORTGAGE,Not Verified,100000.0,Fully Paid,credit_card,13.01,0.0,2011,1
4000,36,14.54,D,D1,2 years,OWN,Not Verified,14000.0,Fully Paid,debt_consolidation,11.14,0.0,2011,1
2400,36,12.68,C,C1,< 1 year,RENT,Verified,12000.0,Fully Paid,debt_consolidation,7.0,0.0,2011,1
20000,36,14.17,C,C5,7 years,RENT,Verified,110000.0,Fully Paid,small_business,16.93,0.0,2011,1
15000,36,10.37,B,B3,4 years,MORTGAGE,Not Verified,67000.0,Fully Paid,debt_consolidation,12.57,0.0,2011,1
14400,36,7.66,A,A5,< 1 year,MORTGAGE,Source Verified,82000.0,Fully Paid,home_improvement,13.1,0.0,2011,1
16000,36,16.77,E,E2,4 years,RENT,Source Verified,50000.0,Fully Paid,debt_consolidation,12.96,0.0,2011,1
18250,36,11.11,B,B5,10+ years,MORTGAGE,Verified,96000.0,Fully Paid,debt_consolidation,26.26,0.0,2011,1
2100,36,17.14,E,E3,10+ years,RENT,Source Verified,60000.0,Charged Off,debt_consolidation,3.42,0.0,2011,1
12000,60,12.68,C,C1,5 years,RENT,Source Verified,67380.0,Fully Paid,debt_consolidation,18.2,0.0,2011,1
5700,36,7.66,A,A5,10+ years,RENT,Source Verified,46000.0,Fully Paid,debt_consolidation,7.46,0.0,2011,1
13000,36,9.63,B,B1,9 years,RENT,Verified,50400.0,Fully Paid,debt_consolidation,17.79,0.0,2011,1
1000,36,10.37,B,B3,10+ years,RENT,Source Verified,51298.2,Fully Paid,other,8.09,0.0,2011,1
9000,60,16.77,E,E2,10+ years,MORTGAGE,Verified,52425.0,Fully Paid,debt_consolidation,15.59,0.0,2011,1
20000,36,10.74,B,B4,5 years,MORTGAGE,Verified,94976.0,Fully Paid,debt_consolidation,21.11,0.0,2011,1
10000,36,7.66,A,A5,< 1 year,RENT,Verified,110000.0,Fully Paid,major_purchase,9.17,0.0,2011,1
7350,36,7.66,A,A5,10+ years,OWN,Source Verified,22000.0,Charged Off,other,14.95,0.0,2011,1
15000,60,13.43,C,C3,10+ years,MORTGAGE,Source Verified,43000.0,Charged Off,small_business,16.94,0.0,2011,1
1500,36,10.37,B,B3,< 1 year,RENT,Source Verified,36000.0,Fully Paid,credit_card,5.6,0.0,2011,1
12000,36,7.66,A,A5,4 years,RENT,Source Verified,68000.0,Fully Paid,other,14.45,0.0,2011,1
9000,36,7.29,A,A4,10+ years,MORTGAGE,Source Verified,88560.0,Fully Paid,debt_consolidation,17.33,0.0,2011,1
7000,36,7.29,A,A4,4 years,RENT,Verified,84175.0,Fully Paid,debt_consolidation,8.0,0.0,2011,1
18000,60,17.88,E,E5,5 years,RENT,Verified,50000.0,Fully Paid,debt_consolidation,13.94,0.0,2011,1
8000,36,10.37,B,B3,3 years,MORTGAGE,Verified,120000.0,Fully Paid,small_business,11.32,0.0,2011,1
10000,36,7.66,A,A5,10+ years,MORTGAGE,Not Verified,83000.0,Fully Paid,small_business,26.15,0.0,2011,1
15000,36,15.65,D,D4,1 year,RENT,Verified,80000.0,Fully Paid,credit_card,4.23,0.0,2011,1
10000,60,10.74,B,B4,4 years,MORTGAGE,Source Verified,100000.0,Charged Off,small_business,8.33,0.0,2011,1
8000,36,9.63,B,B1,2 years,MORTGAGE,Verified,44000.0,Fully Paid,credit_card,11.32,0.0,2011,1
20000,36,10.74,B,B4,< 1 year,RENT,Verified,104000.0,Fully Paid,debt_consolidation,11.17,0.0,2011,1
10000,36,10.0,B,B2,2 years,RENT,Source Verified,75000.0,Fully Paid,small_business,4.59,0.0,2011,1
8400,36,7.29,A,A4,2 years,RENT,Not Verified,49872.0,Fully Paid,wedding,14.56,0.0,2011,1
10000,36,7.29,A,A4,10+ years,MORTGAGE,Source Verified,73000.0,Fully Paid,debt_consolidation,17.41,0.0,2011,1
4000,36,13.8,C,C4,< 1 year,RENT,Verified,12000.0,Charged Off,debt_consolidation,13.3,0.0,2011,1
20000,36,18.25,F,F1,7 years,RENT,Verified,62000.0,Charged Off,debt_consolidation,16.95,0.0,2011,1
3600,60,14.91,D,D2,3 years,RENT,Source Verified,43000.0,Fully Paid,debt_consolidation,3.04,0.0,2011,1
25000,36,10.74,B,B4,10+ years,MORTGAGE,Verified,155000.0,Fully Paid,debt_consolidation,12.4,0.0,2011,1
7000,60,11.11,B,B5,2 years,OWN,Source Verified,36000.0,Charged Off,debt_consolidation,8.2,0.0,2011,1
14250,36,7.66,A,A5,5 years,RENT,Verified,119000.0,Fully Paid,credit_card,23.03,0.0,2011,1
12000,60,10.0,B,B2,10+ years,OWN,Verified,60000.0,Fully Paid,debt_consolidation,24.14,0.0,2011,1
7000,60,10.74,B,B4,2 years,MORTGAGE,Verified,42000.0,Fully Paid,car,17.57,0.0,2011,1
25000,36,17.14,E,E3,4 years,MORTGAGE,Source Verified,100000.0,Fully Paid,debt_consolidation,20.54,0.0,2011,1
6000,60,7.29,A,A4,7 years,MORTGAGE,Verified,130000.0,Fully Paid,small_business,7.76,0.0,2011,1
20000,36,18.62,F,F2,< 1 year,RENT,Verified,62000.0,Charged Off,debt_consolidation,12.62,1.0,2011,1
9000,36,10.0,B,B2,3 years,RENT,Verified,74000.0,Fully Paid,debt_consolidation,13.61,0.0,2011,1
10000,36,5.79,A,A2,10+ years,MORTGAGE,Verified,79000.0,Fully Paid,medical,5.18,0.0,2011,1
15000,36,10.0,B,B2,8 years,RENT,Not Verified,108000.0,Fully Paid,debt_consolidation,11.09,0.0,2011,1
16000,36,6.54,A,A4,5 years,MORTGAGE,Verified,40000.0,Fully Paid,debt_consolidation,7.76,0.0,2011,1
25000,36,13.8,C,C4,3 years,MORTGAGE,Verified,140000.0,Fully Paid,home_improvement,18.05,0.0,2011,1
4000,36,10.74,B,B4,1 year,MORTGAGE,Source Verified,26400.0,Fully Paid,car,19.36,0.0,2011,1
10000,60,14.91,D,D2,5 years,MORTGAGE,Not Verified,50000.0,Fully Paid,debt_consolidation,17.42,0.0,2011,1
6400,36,11.11,B,B5,10+ years,MORTGAGE,Verified,30000.0,Fully Paid,debt_consolidation,7.08,0.0,2011,1
18000,60,14.91,D,D2,5 years,RENT,Verified,82400.0,Fully Paid,debt_consolidation,10.37,0.0,2011,1
5600,36,11.11,B,B5,< 1 year,RENT,Not Verified,35000.0,Fully Paid,major_purchase,4.63,0.0,2011,1
12500,36,13.43,C,C3,< 1 year,MORTGAGE,Source Verified,58000.0,Fully Paid,credit_card,10.76,0.0,2011,1
20000,60,16.77,E,E2,5 years,MORTGAGE,Verified,170000.0,Fully Paid,debt_consolidation,9.2,0.0,2011,1
6000,60,13.06,C,C2,< 1 year,MORTGAGE,Not Verified,45100.0,Charged Off,debt_consolidation,2.31,0.0,2011,1
5000,60,10.37,B,B3,10+ years,MORTGAGE,Not Verified,77000.0,Charged Off,other,13.36,0.0,2011,1
6500,60,15.65,D,D4,2 years,MORTGAGE,Source Verified,85000.0,Fully Paid,major_purchase,13.69,1.0,2011,1
8000,60,12.68,C,C1,5 years,RENT,Not Verified,80000.0,Fully Paid,debt_consolidation,11.04,0.0,2011,1
10000,60,18.62,F,F2,9 years,RENT,Verified,46880.0,Fully Paid,debt_consolidation,8.63,0.0,2011,1
25000,36,19.74,F,F5,< 1 year,MORTGAGE,Source Verified,165000.0,Fully Paid,debt_consolidation,13.02,0.0,2011,1
20000,36,14.91,D,D2,10+ years,MORTGAGE,Verified,104000.0,Fully Paid,debt_consolidation,6.57,0.0,2011,1
15600,60,16.77,E,E2,8 years,MORTGAGE,Source Verified,85000.0,Fully Paid,debt_consolidation,9.49,1.0,2011,1
7000,36,13.43,C,C3,3 years,RENT,Not Verified,45000.0,Fully Paid,major_purchase,11.68,0.0,2011,1
14400,36,10.37,B,B3,6 years,RENT,Verified,94500.0,Fully Paid,debt_consolidation,4.55,0.0,2011,1
3250,36,10.0,B,B2,9 years,MORTGAGE,Source Verified,42000.0,Fully Paid,credit_card,23.06,0.0,2011,1
4000,36,6.92,A,A3,6 years,RENT,Not Verified,50000.0,Fully Paid,moving,14.76,0.0,2011,1
17500,60,15.28,D,D3,6 years,RENT,Source Verified,35000.0,Fully Paid,debt_consolidation,18.38,0.0,2011,1
4000,36,6.92,A,A3,4 years,RENT,Source Verified,27996.0,Fully Paid,major_purchase,18.6,0.0,2011,1
1475,36,5.79,A,A2,< 1 year,RENT,Not Verified,101000.0,Fully Paid,credit_card,10.3,0.0,2011,1
2500,36,10.37,B,B3,10+ years,MORTGAGE,Not Verified,57744.0,Fully Paid,home_improvement,15.77,0.0,2011,1
7000,60,11.11,B,B5,5 years,MORTGAGE,Verified,72504.0,Fully Paid,debt_consolidation,13.9,0.0,2011,1
10000,60,12.68,C,C1,3 years,MORTGAGE,Verified,60000.0,Fully Paid,debt_consolidation,24.92,0.0,2011,1
6000,60,11.11,B,B5,10+ years,MORTGAGE,Verified,70000.0,Fully Paid,debt_consolidation,7.32,0.0,2011,1
13500,60,10.74,B,B4,10+ years,MORTGAGE,Source Verified,41000.0,Fully Paid,debt_consolidation,24.03,0.0,2011,1
10000,36,7.66,A,A5,< 1 year,RENT,Source Verified,49500.0,Fully Paid,debt_consolidation,9.19,0.0,2011,1
5000,60,10.74,B,B4,1 year,RENT,Source Verified,21600.0,Fully Paid,debt_consolidation,15.89,0.0,2011,1
14400,60,14.91,D,D2,10+ years,MORTGAGE,Source Verified,70000.0,Fully Paid,debt_consolidation,16.46,0.0,2011,1
9200,36,13.43,C,C3,10+ years,MORTGAGE,Source Verified,64260.0,Fully Paid,debt_consolidation,22.0,0.0,2011,1
24000,60,16.4,E,E1,6 years,MORTGAGE,Verified,90000.0,Charged Off,credit_card,11.64,0.0,2011,1
6600,36,12.68,C,C1,< 1 year,RENT,Source Verified,21600.0,Fully Paid,debt_consolidation,10.72,0.0,2011,1
22000,36,8.88,B,B1,10+ years,MORTGAGE,Verified,90000.0,Fully Paid,debt_consolidation,9.67,0.0,2011,1
12000,36,10.36,B,B5,5 years,MORTGAGE,Verified,124000.0,Fully Paid,debt_consolidation,11.92,0.0,2011,1
20000,36,6.91,A,A5,5 years,MORTGAGE,Verified,68670.0,Fully Paid,debt_consolidation,11.46,0.0,2011,1
18000,36,6.54,A,A4,4 years,RENT,Source Verified,45996.0,Fully Paid,debt_consolidation,24.84,0.0,2011,1
15000,60,15.95,E,E1,4 years,RENT,Source Verified,70000.0,Charged Off,small_business,6.17,0.0,2011,1
22650,36,6.91,A,A5,10+ years,RENT,Not Verified,69600.0,Fully Paid,debt_consolidation,13.43,0.0,2011,1
12200,60,13.35,C,C4,10+ years,RENT,Not Verified,42000.0,Fully Paid,debt_consolidation,23.29,1.0,2011,1
9000,36,6.54,A,A4,3 years,MORTGAGE,Not Verified,71352.0,Fully Paid,credit_card,7.97,0.0,2011,1
11200,60,13.35,C,C4,5 years,OWN,Source Verified,40500.0,Fully Paid,debt_consolidation,11.47,0.0,2011,1
9250,36,9.62,B,B3,4 years,MORTGAGE,Not Verified,44500.0,Fully Paid,debt_consolidation,19.69,0.0,2011,1
8000,36,9.25,B,B2,2 years,RENT,Not Verified,60400.0,Fully Paid,credit_card,18.6,0.0,2011,1
7000,36,6.54,A,A4,6 years,MORTGAGE,Source Verified,57000.0,Fully Paid,home_improvement,17.73,0.0,2011,1
3000,36,16.32,E,E2,4 years,RENT,Source Verified,78000.0,Fully Paid,moving,14.75,0.0,2011,1
15000,36,6.54,A,A4,10+ years,MORTGAGE,Verified,27500.0,Fully Paid,small_business,14.36,0.0,2011,1
5000,60,9.25,B,B2,10+ years,MORTGAGE,Source Verified,75000.0,Fully Paid,debt_consolidation,22.46,0.0,2011,1
16000,60,12.61,C,C2,2 years,MORTGAGE,Source Verified,58000.0,Fully Paid,other,17.69,0.0,2011,1
12000,36,10.36,B,B5,5 years,RENT,Source Verified,43200.0,Fully Paid,major_purchase,23.06,0.0,2011,1
5000,36,9.99,B,B4,1 year,RENT,Source Verified,43000.0,Fully Paid,small_business,19.23,0.0,2011,1
17150,60,9.62,B,B3,10+ years,RENT,Verified,58000.0,Fully Paid,credit_card,12.52,0.0,2011,1
6000,36,10.36,B,B5,4 years,RENT,Verified,37000.0,Fully Paid,medical,22.28,0.0,2011,1
10000,36,9.99,B,B4,5 years,RENT,Verified,56448.0,Fully Paid,debt_consolidation,14.05,0.0,2011,1
25000,60,12.98,C,C3,10+ years,MORTGAGE,Verified,102408.0,Fully Paid,credit_card,3.47,0.0,2011,1
6000,60,14.83,D,D3,5 years,RENT,Not Verified,70000.0,Fully Paid,wedding,21.21,0.0,2011,1
4500,36,12.23,C,C1,10+ years,RENT,Verified,54396.0,Fully Paid,debt_consolidation,22.24,0.0,2011,1
6000,60,12.61,C,C2,< 1 year,MORTGAGE,Source Verified,45000.0,Fully Paid,home_improvement,4.32,0.0,2011,1
12500,60,13.35,C,C4,3 years,MORTGAGE,Source Verified,78000.0,Fully Paid,debt_consolidation,17.88,0.0,2011,1
25000,60,13.72,C,C5,10+ years,MORTGAGE,Verified,144000.0,Charged Off,debt_consolidation,13.51,0.0,2011,1
4550,36,13.72,C,C5,4 years,RENT,Verified,20664.0,Fully Paid,vacation,20.94,0.0,2011,1
9800,36,6.17,A,A3,< 1 year,RENT,Source Verified,53500.0,Fully Paid,credit_card,16.08,0.0,2011,1
9000,36,14.09,D,D1,1 year,RENT,Verified,75000.0,Fully Paid,other,13.79,0.0,2011,1
25000,36,14.46,D,D2,10+ years,MORTGAGE,Verified,80000.0,Fully Paid,home_improvement,3.84,0.0,2011,1
1600,36,14.46,D,D2,5 years,RENT,Source Verified,38000.0,Charged Off,debt_consolidation,4.58,0.0,2011,1
5000,36,9.99,B,B4,1 year,RENT,Source Verified,37200.0,Fully Paid,wedding,15.35,0.0,2011,1
12800,60,14.83,D,D3,< 1 year,RENT,Source Verified,75000.0,Fully Paid,moving,12.43,0.0,2011,1
10000,60,20.03,G,G2,8 years,MORTGAGE,Source Verified,68000.0,Fully Paid,debt_consolidation,14.21,0.0,2011,1
5000,60,12.23,C,C1,10+ years,RENT,Source Verified,78480.0,Fully Paid,debt_consolidation,13.39,0.0,2011,1
20000,36,6.54,A,A4,1 year,MORTGAGE,Verified,62000.0,Fully Paid,debt_consolidation,8.48,0.0,2011,1
25000,60,17.8,F,F1,3 years,MORTGAGE,Verified,100000.0,Fully Paid,debt_consolidation,8.64,0.0,2011,1
20000,60,16.69,E,E3,2 years,RENT,Verified,59850.0,Fully Paid,debt_consolidation,14.72,0.0,2011,1
20000,36,9.25,B,B2,3 years,RENT,Verified,125000.0,Fully Paid,other,0.32,0.0,2011,1
8000,36,5.79,A,A2,4 years,MORTGAGE,Not Verified,95000.0,Fully Paid,car,7.28,0.0,2011,1
6500,36,6.17,A,A3,4 years,RENT,Not Verified,33000.0,Fully Paid,debt_consolidation,19.53,0.0,2011,1
8000,36,9.62,B,B3,3 years,RENT,Source Verified,40000.0,Fully Paid,debt_consolidation,24.57,0.0,2011,1
4200,60,10.36,B,B5,6 years,OWN,Not Verified,44500.0,Charged Off,home_improvement,20.68,0.0,2011,1
4800,36,6.17,A,A3,8 years,MORTGAGE,Not Verified,49200.0,Fully Paid,other,17.2,0.0,2011,1
8000,36,6.17,A,A3,< 1 year,RENT,Not Verified,38000.0,Fully Paid,credit_card,24.35,0.0,2011,1
10000,36,9.99,B,B4,5 years,MORTGAGE,Not Verified,80000.0,Fully Paid,wedding,13.51,0.0,2011,1
8400,36,12.61,C,C2,10+ years,RENT,Not Verified,71000.0,Fully Paid,wedding,13.55,0.0,2011,1
6125,36,6.17,A,A3,10+ years,MORTGAGE,Not Verified,60000.0,Fully Paid,credit_card,12.92,0.0,2011,1
1600,60,15.2,D,D4,6 years,RENT,Not Verified,70000.0,Fully Paid,other,1.59,0.0,2011,1
6000,36,6.54,A,A4,8 years,OWN,Not Verified,68400.0,Fully Paid,credit_card,17.49,1.0,2011,1
8000,36,13.72,C,C5,< 1 year,MORTGAGE,Source Verified,96000.0,Fully Paid,debt_consolidation,18.19,0.0,2011,1
20000,36,6.54,A,A4,< 1 year,RENT,Verified,90000.0,Fully Paid,credit_card,6.11,0.0,2011,1
18500,36,17.8,F,F1,1 year,MORTGAGE,Source Verified,140000.0,Fully Paid,debt_consolidation,4.59,0.0,2011,1
12000,36,10.36,B,B5,3 years,RENT,Not Verified,52500.0,Fully Paid,debt_consolidation,20.53,0.0,2011,1
9250,36,12.23,C,C1,< 1 year,OWN,Source Verified,37000.0,Fully Paid,debt_consolidation,10.09,0.0,2011,1
24000,36,6.54,A,A4,3 years,MORTGAGE,Verified,115000.0,Fully Paid,debt_consolidation,5.62,0.0,2011,1
4000,60,15.95,E,E1,10+ years,RENT,Verified,31000.0,Charged Off,debt_consolidation,20.55,0.0,2011,1
23000,36,9.62,B,B3,9 years,RENT,Verified,68000.0,Fully Paid,debt_consolidation,7.29,0.0,2011,1
1800,36,12.61,C,C2,2 years,RENT,Source Verified,45000.0,Fully Paid,major_purchase,13.28,0.0,2011,1
7500,60,14.83,D,D3,3 years,MORTGAGE,Not Verified,41976.0,Fully Paid,debt_consolidation,10.52,0.0,2011,1
4500,36,6.17,A,A3,5 years,RENT,Verified,36000.0,Fully Paid,major_purchase,6.7,0.0,2011,1
16000,60,15.95,E,E1,5 years,MORTGAGE,Source Verified,48000.0,Fully Paid,home_improvement,7.13,0.0,2011,1
20000,36,6.54,A,A4,10+ years,MORTGAGE,Verified,63844.0,Fully Paid,debt_consolidation,7.35,0.0,2011,1
8000,60,16.32,E,E2,2 years,OWN,Verified,50500.0,Fully Paid,credit_card,17.23,0.0,2011,1
9000,36,6.17,A,A3,< 1 year,RENT,Not Verified,43200.0,Fully Paid,credit_card,5.97,0.0,2011,1
8000,36,9.25,B,B2,3 years,MORTGAGE,Verified,99000.0,Fully Paid,debt_consolidation,11.14,0.0,2011,1
20000,60,16.69,E,E3,10+ years,MORTGAGE,Verified,120000.0,Fully Paid,debt_consolidation,20.16,0.0,2011,1
12000,60,9.62,B,B3,3 years,RENT,Verified,67000.0,Fully Paid,debt_consolidation,14.26,0.0,2011,1
15250,60,15.2,D,D4,10+ years,MORTGAGE,Verified,98279.0,Charged Off,debt_consolidation,23.41,0.0,2011,1
18000,36,12.98,C,C3,2 years,RENT,Verified,52000.0,Fully Paid,debt_consolidation,20.38,0.0,2011,1
13750,36,5.79,A,A2,3 years,MORTGAGE,Verified,108000.0,Fully Paid,debt_consolidation,19.72,0.0,2011,1
14000,36,12.61,C,C2,3 years,RENT,Source Verified,69000.0,Fully Paid,debt_consolidation,19.48,0.0,2011,1
8050,36,12.98,C,C3,2 years,RENT,Source Verified,40000.0,Fully Paid,debt_consolidation,10.71,0.0,2011,1
7000,36,12.61,C,C2,2 years,MORTGAGE,Verified,68000.0,Fully Paid,debt_consolidation,10.43,0.0,2011,1
8500,60,15.2,D,D4,10+ years,RENT,Not Verified,40000.0,Fully Paid,debt_consolidation,18.57,0.0,2011,1
23075,60,17.8,F,F1,5 years,MORTGAGE,Verified,98000.0,Fully Paid,debt_consolidation,6.55,0.0,2011,1
6000,36,6.17,A,A3,10+ years,MORTGAGE,Not Verified,80004.0,Fully Paid,other,11.19,0.0,2011,1
4000,36,9.25,B,B2,< 1 year,RENT,Not Verified,49000.0,Fully Paid,car,14.35,0.0,2011,1
15000,60,10.36,B,B5,10+ years,MORTGAGE,Verified,70000.0,Fully Paid,credit_card,11.79,1.0,2011,1
5000,36,6.54,A,A4,5 years,RENT,Source Verified,40800.0,Charged Off,debt_consolidation,7.15,0.0,2011,1
15000,60,16.32,E,E2,4 years,MORTGAGE,Source Verified,100000.0,Charged Off,home_improvement,9.25,1.0,2011,1
14500,36,15.57,D,D5,6 years,RENT,Source Verified,48000.0,Charged Off,debt_consolidation,21.88,0.0,2011,1
9000,60,15.57,D,D5,3 years,RENT,Source Verified,34000.0,Charged Off,debt_consolidation,10.66,0.0,2011,1
25000,36,12.23,C,C1,3 years,MORTGAGE,Verified,105000.0,Fully Paid,debt_consolidation,17.79,0.0,2011,1
15250,60,20.03,G,G2,< 1 year,RENT,Source Verified,55000.0,Charged Off,debt_consolidation,22.6,0.0,2011,1
10750,36,12.23,C,C1,3 years,MORTGAGE,Verified,78750.0,Fully Paid,debt_consolidation,13.33,0.0,2011,1
15000,60,12.23,C,C1,8 years,MORTGAGE,Verified,95000.0,Charged Off,major_purchase,3.45,0.0,2011,1
15000,36,12.98,C,C3,< 1 year,MORTGAGE,Verified,75000.0,Fully Paid,debt_consolidation,15.06,0.0,2011,1
6000,36,9.25,B,B2,< 1 year,RENT,Source Verified,26780.0,Fully Paid,debt_consolidation,14.74,0.0,2011,1
12000,36,5.42,A,A1,10+ years,MORTGAGE,Not Verified,66912.0,Fully Paid,debt_consolidation,4.41,0.0,2011,1
5600,60,13.35,C,C4,6 years,RENT,Verified,60000.0,Charged Off,wedding,18.8,0.0,2011,1
18000,36,13.72,C,C5,5 years,RENT,Verified,144500.0,Fully Paid,debt_consolidation,4.11,1.0,2011,1
4000,60,15.57,D,D5,9 years,RENT,Verified,53304.0,Fully Paid,other,24.7,0.0,2011,1
25000,60,12.61,C,C2,1 year,MORTGAGE,Verified,150000.0,Fully Paid,medical,3.1,0.0,2011,1
15250,60,12.23,C,C1,< 1 year,RENT,Source Verified,36000.0,Fully Paid,debt_consolidation,21.27,0.0,2011,1
16000,36,14.83,D,D3,2 years,RENT,Verified,60000.0,Fully Paid,house,7.48,0.0,2011,1
15000,36,6.17,A,A3,8 years,MORTGAGE,Verified,94000.0,Fully Paid,debt_consolidation,3.17,0.0,2011,1
1000,36,10.36,B,B5,2 years,OWN,Source Verified,19200.0,Fully Paid,other,4.94,0.0,2011,1
7000,36,12.23,C,C1,10+ years,MORTGAGE,Source Verified,160000.0,Fully Paid,debt_consolidation,22.15,0.0,2011,1
20000,36,9.62,B,B3,< 1 year,OWN,Source Verified,63400.0,Fully Paid,wedding,18.19,0.0,2011,1
20000,36,8.88,B,B1,10+ years,OWN,Verified,234000.0,Fully Paid,debt_consolidation,11.91,0.0,2011,1
12000,36,5.42,A,A1,6 years,MORTGAGE,Source Verified,75000.0,Fully Paid,debt_consolidation,7.65,0.0,2011,1
22000,36,6.91,A,A5,5 years,RENT,Verified,190000.0,Fully Paid,debt_consolidation,8.92,0.0,2011,1
2000,36,13.35,C,C4,4 years,RENT,Verified,57450.0,Fully Paid,car,16.38,0.0,2011,1
18000,36,6.17,A,A3,< 1 year,OWN,Source Verified,46000.0,Fully Paid,debt_consolidation,9.7,0.0,2011,1
9000,60,9.99,B,B4,9 years,MORTGAGE,Not Verified,38000.0,Fully Paid,car,17.81,0.0,2011,1
1000,36,15.57,D,D5,< 1 year,RENT,Not Verified,39600.0,Fully Paid,moving,12.12,0.0,2011,1
6000,36,16.69,E,E3,3 years,MORTGAGE,Not Verified,41000.0,Fully Paid,debt_consolidation,12.18,0.0,2011,1
25000,36,10.36,B,B5,5 years,MORTGAGE,Verified,78456.0,Fully Paid,debt_consolidation,18.49,0.0,2011,1
15000,60,10.36,B,B5,3 years,MORTGAGE,Not Verified,60000.0,Fully Paid,home_improvement,15.58,0.0,2011,1
12000,36,9.62,B,B3,< 1 year,MORTGAGE,Not Verified,75000.0,Fully Paid,debt_consolidation,16.42,0.0,2011,1
5000,36,10.36,B,B5,5 years,RENT,Verified,49560.0,Fully Paid,other,22.45,0.0,2011,1
9600,60,12.61,C,C2,6 years,RENT,Source Verified,37000.0,Fully Paid,debt_consolidation,22.28,0.0,2011,1
12000,36,10.36,B,B5,1 year,RENT,Source Verified,60000.0,Fully Paid,small_business,6.46,0.0,2011,1
4000,36,12.23,C,C1,10+ years,RENT,Source Verified,65499.0,Fully Paid,other,18.14,1.0,2011,1
2000,36,5.79,A,A2,1 year,RENT,Source Verified,33000.0,Fully Paid,medical,18.04,0.0,2011,1
15000,60,10.36,B,B5,8 years,MORTGAGE,Verified,67000.0,Fully Paid,debt_consolidation,24.62,0.0,2011,1
4000,36,12.23,C,C1,3 years,MORTGAGE,Not Verified,50000.0,Fully Paid,major_purchase,2.04,0.0,2011,1
6000,36,6.91,A,A5,1 year,RENT,Source Verified,80000.0,Fully Paid,credit_card,4.42,0.0,2011,1
15000,36,8.88,B,B1,10+ years,RENT,Source Verified,71000.0,Fully Paid,house,21.01,0.0,2011,1
